Drilling_Company_ID,Company_Name,Street_Address,City,Province,Country,Postal_Code,e_Mail,Is_Active_Flag,Starting_Well_ID,Ending_Well_ID,Last_Well_ID_Used
1,ALBERTA ENVIRONMENT,9820-106 ST,EDMONTON,ALBERTA,CANADA,T5K 2J6,gwinfo@gov.ab.ca,false,9661000,9665999,9000010
3,QUIGG GEORGE,null,null,null,null,null,null,false,null,null,null
4,PERMTON SUPLIES,null,null,null,null,null,null,false,null,null,null
6,UNITY SERVICES,null,null,null,null,null,null,false,null,null,null
9,DOUBLE E,null,null,null,null,null,null,false,null,null,null
10,KREYE ROY,null,null,null,null,null,null,false,null,null,null
11,CYCLONE EXPLORATIONS,null,null,null,null,null,null,false,null,null,null
12,FORMOST DRLG,null,null,null,null,null,null,false,null,null,null
13,RAINBOW DRILLING,BOX 205,INISFREE,AB,CA,T0B 2G0,gwinfo@gov.ab.ca,false,1620000,1624999,1620002
14,WATERTON DRLG,null,null,null,null,null,null,false,null,null,null
15,RUTTAN DON H,null,null,null,null,null,null,false,null,null,null
16,TEE KAI DRLG,null,null,null,null,null,null,false,null,null,null
17,MIDLAND DRLG,null,null,null,null,null,null,false,null,null,null
18,RELIABLE DRLG,null,null,null,null,null,null,false,null,null,null
19,KINSLEY DRLG,null,null,null,null,null,null,false,null,null,null
20,MEDHURST J L,null,null,null,null,null,null,false,null,null,null
22,LEISMEISTER G,null,null,null,null,null,null,false,null,null,null
23,AKERSTROM BROS,null,null,null,null,null,null,false,null,null,null
24,LAWS & BYRT,null,null,null,null,null,null,false,null,null,null
25,FORMATION,null,null,null,null,null,null,false,null,null,null
26,FORTUNE JACK,null,null,null,null,null,null,false,null,null,null
27,CULVER BARRY,null,null,null,null,null,null,false,null,null,null
28,COMBINATION DRLG,null,null,null,null,null,null,false,null,null,null
29,JOHNSON V E,null,null,null,null,null,null,false,null,null,null
30,THOMPSON DEWEY,null,null,null,null,null,null,false,null,null,null
31,BEFUS TED,null,null,null,null,null,null,false,null,null,null
32,VOLK KEN,null,null,null,null,null,null,false,null,null,null
34,GRANLIN LOWELL,null,null,null,null,null,null,false,null,null,null
35,HUB CITY DRLG,null,null,null,null,null,null,false,null,null,null
36,ALPINE DRLG,null,null,null,null,null,null,false,null,null,null
