trip_id,vehicle_id,timestamp,lat,lon
1374747207620000449,449,2013-07-25T06:13:27.000-04:00,41.163885,-8.624808
1374747207620000449,449,2013-07-25T06:13:42.000-04:00,41.164083,-8.624754
1374747207620000449,449,2013-07-25T06:13:57.000-04:00,41.165262,-8.624853
1374747207620000449,449,2013-07-25T06:14:12.000-04:00,41.166324,-8.625015
1374747207620000449,449,2013-07-25T06:14:27.000-04:00,41.166756,-8.625096
1374747207620000449,449,2013-07-25T06:14:42.000-04:00,41.166756,-8.625141
1374747207620000449,449,2013-07-25T06:14:57.000-04:00,41.166774,-8.625159
1374747207620000449,449,2013-07-25T06:15:12.000-04:00,41.166783,-8.625186
1374747207620000449,449,2013-07-25T06:15:27.000-04:00,41.166801,-8.625213
1374747207620000449,449,2013-07-25T06:15:42.000-04:00,41.166819,-8.62524
1374747207620000449,449,2013-07-25T06:15:57.000-04:00,41.166828,-8.625249
1374747207620000449,449,2013-07-25T06:16:12.000-04:00,41.167593,-8.625384
1374747207620000449,449,2013-07-25T06:16:27.000-04:00,41.168187,-8.625483
1374747207620000449,449,2013-07-25T06:16:42.000-04:00,41.168196,-8.625465
1374747207620000449,449,2013-07-25T06:16:57.000-04:00,41.168196,-8.625465
1374747207620000449,449,2013-07-25T06:17:12.000-04:00,41.168367,-8.625402
1374747207620000449,449,2013-07-25T06:17:27.000-04:00,41.168961,-8.623458
1374747207620000449,449,2013-07-25T06:17:42.000-04:00,41.169681,-8.622981
1374747207620000449,449,2013-07-25T06:17:57.000-04:00,41.170923,-8.622972
1374747207620000449,449,2013-07-25T06:18:12.000-04:00,41.172795,-8.621316
1374747207620000449,449,2013-07-25T06:18:27.000-04:00,41.173758,-8.61795
1374747207620000449,449,2013-07-25T06:18:42.000-04:00,41.174442,-8.613054
1374747207620000449,449,2013-07-25T06:18:57.000-04:00,41.17329,-8.608113
1374747207620000449,449,2013-07-25T06:19:12.000-04:00,41.171418,-8.604009
1374747207620000449,449,2013-07-25T06:19:27.000-04:00,41.171076,-8.600868
1374747207620000449,449,2013-07-25T06:19:42.000-04:00,41.1714,-8.597106
1374747207620000449,449,2013-07-25T06:19:57.000-04:00,41.171877,-8.595315
1374747207620000449,449,2013-07-25T06:20:12.000-04:00,41.175585,-8.593722
1374747207620000449,449,2013-07-25T06:20:27.000-04:00,41.180841,-8.592984
1374747207620000449,449,2013-07-25T06:20:42.000-04:00,41.185998,-8.594217
1374747207620000449,449,2013-07-25T06:20:57.000-04:00,41.190525,-8.593677
1374747207620000449,449,2013-07-25T06:21:12.000-04:00,41.1939,-8.591274
1374747207620000449,449,2013-07-25T06:21:27.000-04:00,41.196096,-8.587926
1374747207620000449,449,2013-07-25T06:21:42.000-04:00,41.198535,-8.583867
1374747207620000449,449,2013-07-25T06:21:57.000-04:00,41.199039,-8.579232
1374747207620000449,449,2013-07-25T06:22:12.000-04:00,41.198652,-8.57133
1374747207620000449,449,2013-07-25T06:22:27.000-04:00,41.200902,-8.566002
1374747207620000449,449,2013-07-25T06:22:42.000-04:00,41.201523,-8.560593
1374747207620000449,449,2013-07-25T06:22:57.000-04:00,41.200884,-8.555832
1374747207620000449,449,2013-07-25T06:23:12.000-04:00,41.200209,-8.553375
1374747207620000449,449,2013-07-25T06:23:27.000-04:00,41.201775,-8.553204
1374747207620000449,449,2013-07-25T06:23:42.000-04:00,41.202639,-8.551791
1374747207620000449,449,2013-07-25T06:23:57.000-04:00,41.203611,-8.549901
1374747207620000449,449,2013-07-25T06:24:12.000-04:00,41.204691,-8.54829
1374747207620000449,449,2013-07-25T06:24:27.000-04:00,41.205249,-8.547984
1374747207620000449,449,2013-07-25T06:24:42.000-04:00,41.206545,-8.547291
1374747207620000449,449,2013-07-25T06:24:57.000-04:00,41.208426,-8.547372
1374747207620000449,449,2013-07-25T06:25:12.000-04:00,41.21028,-8.547804
1374747207620000449,449,2013-07-25T06:25:27.000-04:00,41.211423,-8.547624
1374747207620000449,449,2013-07-25T06:25:42.000-04:00,41.211999,-8.547282
1374747207620000449,449,2013-07-25T06:25:57.000-04:00,41.213817,-8.545914
1374747207620000449,449,2013-07-25T06:26:12.000-04:00,41.21586,-8.544213
1374747207620000449,449,2013-07-25T06:26:27.000-04:00,41.216985,-8.544231
1374747207620000449,449,2013-07-25T06:26:42.000-04:00,41.218731,-8.545464
1374747207620000449,449,2013-07-25T06:26:57.000-04:00,41.219442,-8.54586
1374747207620000449,449,2013-07-25T06:27:12.000-04:00,41.221143,-8.544843
1374747207620000449,449,2013-07-25T06:27:27.000-04:00,41.222088,-8.542863
1374747207620000449,449,2013-07-25T06:27:42.000-04:00,41.222277,-8.53983
1374747207620000449,449,2013-07-25T06:27:57.000-04:00,41.222313,-8.537202
1374747207620000449,449,2013-07-25T06:28:12.000-04:00,41.22225,-8.534601
1374747207620000449,449,2013-07-25T06:28:27.000-04:00,41.223042,-8.532891
1374747207620000449,449,2013-07-25T06:28:42.000-04:00,41.224437,-8.531811
1374747207620000449,449,2013-07-25T06:28:57.000-04:00,41.226381,-8.530272
1374747207620000449,449,2013-07-25T06:29:12.000-04:00,41.228496,-8.528589
1374747207620000449,449,2013-07-25T06:29:27.000-04:00,41.229666,-8.527671
1374747207620000449,449,2013-07-25T06:29:42.000-04:00,41.229657,-8.527707
1374747207620000449,449,2013-07-25T06:29:57.000-04:00,41.229603,-8.526744
1374747207620000449,449,2013-07-25T06:30:12.000-04:00,41.229504,-8.526528
1374747207620000449,449,2013-07-25T06:30:27.000-04:00,41.229495,-8.526528
1374747207620000449,449,2013-07-25T06:30:42.000-04:00,41.229513,-8.526528
1374747207620000449,449,2013-07-25T06:30:57.000-04:00,41.229522,-8.526528
1374747207620000449,449,2013-07-25T06:31:12.000-04:00,41.229504,-8.526231
1374747207620000449,449,2013-07-25T06:31:27.000-04:00,41.229765,-8.527284
1374747207620000449,449,2013-07-25T06:31:42.000-04:00,41.229639,-8.527725
1374747207620000449,449,2013-07-25T06:31:57.000-04:00,41.228064,-8.528976
1374747207620000449,449,2013-07-25T06:32:12.000-04:00,41.226606,-8.530137
