trip_id,vehicle_id,timestamp,lat,lon,row_num
1374747207620000449,449,2013-07-25T06:13:27.000-04:00,41.163885,-8.624808,0
1374747207620000449,449,2013-07-25T06:13:42.000-04:00,41.164083,-8.624754,1
1374747207620000449,449,2013-07-25T06:13:57.000-04:00,41.165262,-8.624853,2
1374747207620000449,449,2013-07-25T06:14:12.000-04:00,41.166324,-8.625015,3
1374747207620000449,449,2013-07-25T06:14:27.000-04:00,41.166756,-8.625096,4
1374747207620000449,449,2013-07-25T06:14:42.000-04:00,41.166756,-8.625141,5
1374747207620000449,449,2013-07-25T06:14:57.000-04:00,41.166774,-8.625159,6
1374747207620000449,449,2013-07-25T06:15:12.000-04:00,41.166783,-8.625186,7
1374747207620000449,449,2013-07-25T06:15:27.000-04:00,41.166801,-8.625213,8
1374747207620000449,449,2013-07-25T06:15:42.000-04:00,41.166819,-8.62524,9
1374747207620000449,449,2013-07-25T06:15:57.000-04:00,41.166828,-8.625249,10
1374747207620000449,449,2013-07-25T06:16:12.000-04:00,41.167593,-8.625384,11
1374747207620000449,449,2013-07-25T06:16:27.000-04:00,41.168187,-8.625483,12
1374747207620000449,449,2013-07-25T06:16:42.000-04:00,41.168196,-8.625465,13
1374747207620000449,449,2013-07-25T06:16:57.000-04:00,41.168196,-8.625465,14
1374747207620000449,449,2013-07-25T06:17:12.000-04:00,41.168367,-8.625402,15
1374747207620000449,449,2013-07-25T06:17:27.000-04:00,41.168961,-8.623458,16
1374747207620000449,449,2013-07-25T06:17:42.000-04:00,41.169681,-8.622981,17
1374747207620000449,449,2013-07-25T06:17:57.000-04:00,41.170923,-8.622972,18
1374747207620000449,449,2013-07-25T06:18:12.000-04:00,41.172795,-8.621316,19
1374747207620000449,449,2013-07-25T06:18:27.000-04:00,41.173758,-8.61795,20
1374747207620000449,449,2013-07-25T06:18:42.000-04:00,41.174442,-8.613054,21
1374747207620000449,449,2013-07-25T06:18:57.000-04:00,41.17329,-8.608113,22
1374747207620000449,449,2013-07-25T06:19:12.000-04:00,41.171418,-8.604009,23
1374747207620000449,449,2013-07-25T06:19:27.000-04:00,41.171076,-8.600868,24
1374747207620000449,449,2013-07-25T06:19:42.000-04:00,41.1714,-8.597106,25
1374747207620000449,449,2013-07-25T06:19:57.000-04:00,41.171877,-8.595315,26
1374747207620000449,449,2013-07-25T06:20:12.000-04:00,41.175585,-8.593722,27
1374747207620000449,449,2013-07-25T06:20:27.000-04:00,41.180841,-8.592984,28
1374747207620000449,449,2013-07-25T06:20:42.000-04:00,41.185998,-8.594217,29
1374747207620000449,449,2013-07-25T06:20:57.000-04:00,41.190525,-8.593677,30
1374747207620000449,449,2013-07-25T06:21:12.000-04:00,41.1939,-8.591274,31
1374747207620000449,449,2013-07-25T06:21:27.000-04:00,41.196096,-8.587926,32
1374747207620000449,449,2013-07-25T06:21:42.000-04:00,41.198535,-8.583867,33
1374747207620000449,449,2013-07-25T06:21:57.000-04:00,41.199039,-8.579232,34
1374747207620000449,449,2013-07-25T06:22:12.000-04:00,41.198652,-8.57133,35
1374747207620000449,449,2013-07-25T06:22:27.000-04:00,41.200902,-8.566002,36
1374747207620000449,449,2013-07-25T06:22:42.000-04:00,41.201523,-8.560593,37
1374747207620000449,449,2013-07-25T06:22:57.000-04:00,41.200884,-8.555832,38
1374747207620000449,449,2013-07-25T06:23:12.000-04:00,41.200209,-8.553375,39
1374747207620000449,449,2013-07-25T06:23:27.000-04:00,41.201775,-8.553204,40
1374747207620000449,449,2013-07-25T06:23:42.000-04:00,41.202639,-8.551791,41
1374747207620000449,449,2013-07-25T06:23:57.000-04:00,41.203611,-8.549901,42
1374747207620000449,449,2013-07-25T06:24:12.000-04:00,41.204691,-8.54829,43
1374747207620000449,449,2013-07-25T06:24:27.000-04:00,41.205249,-8.547984,44
1374747207620000449,449,2013-07-25T06:24:42.000-04:00,41.206545,-8.547291,45
1374747207620000449,449,2013-07-25T06:24:57.000-04:00,41.208426,-8.547372,46
1374747207620000449,449,2013-07-25T06:25:12.000-04:00,41.21028,-8.547804,47
1374747207620000449,449,2013-07-25T06:25:27.000-04:00,41.211423,-8.547624,48
1374747207620000449,449,2013-07-25T06:25:42.000-04:00,41.211999,-8.547282,49
1374747207620000449,449,2013-07-25T06:25:57.000-04:00,41.213817,-8.545914,50
1374747207620000449,449,2013-07-25T06:26:12.000-04:00,41.21586,-8.544213,51
1374747207620000449,449,2013-07-25T06:26:27.000-04:00,41.216985,-8.544231,52
1374747207620000449,449,2013-07-25T06:26:42.000-04:00,41.218731,-8.545464,53
1374747207620000449,449,2013-07-25T06:26:57.000-04:00,41.219442,-8.54586,54
1374747207620000449,449,2013-07-25T06:27:12.000-04:00,41.221143,-8.544843,55
1374747207620000449,449,2013-07-25T06:27:27.000-04:00,41.222088,-8.542863,56
1374747207620000449,449,2013-07-25T06:27:42.000-04:00,41.222277,-8.53983,57
1374747207620000449,449,2013-07-25T06:27:57.000-04:00,41.222313,-8.537202,58
1374747207620000449,449,2013-07-25T06:28:12.000-04:00,41.22225,-8.534601,59
1374747207620000449,449,2013-07-25T06:28:27.000-04:00,41.223042,-8.532891,60
1374747207620000449,449,2013-07-25T06:28:42.000-04:00,41.224437,-8.531811,61
1374747207620000449,449,2013-07-25T06:28:57.000-04:00,41.226381,-8.530272,62
1374747207620000449,449,2013-07-25T06:29:12.000-04:00,41.228496,-8.528589,63
1374747207620000449,449,2013-07-25T06:29:27.000-04:00,41.229666,-8.527671,64
1374747207620000449,449,2013-07-25T06:29:42.000-04:00,41.229657,-8.527707,65
1374747207620000449,449,2013-07-25T06:29:57.000-04:00,41.229603,-8.526744,66
1374747207620000449,449,2013-07-25T06:30:12.000-04:00,41.229504,-8.526528,67
1374747207620000449,449,2013-07-25T06:30:27.000-04:00,41.229495,-8.526528,68
1374747207620000449,449,2013-07-25T06:30:42.000-04:00,41.229513,-8.526528,69
1374747207620000449,449,2013-07-25T06:30:57.000-04:00,41.229522,-8.526528,70
1374747207620000449,449,2013-07-25T06:31:12.000-04:00,41.229504,-8.526231,71
1374747207620000449,449,2013-07-25T06:31:27.000-04:00,41.229765,-8.527284,72
1374747207620000449,449,2013-07-25T06:31:42.000-04:00,41.229639,-8.527725,73
1374747207620000449,449,2013-07-25T06:31:57.000-04:00,41.228064,-8.528976,74
1374747207620000449,449,2013-07-25T06:32:12.000-04:00,41.226606,-8.530137,75
1374747207620000449,449,2013-07-25T06:32:27.000-04:00,41.225121,-8.531334,76
1374747207620000449,449,2013-07-25T06:32:42.000-04:00,41.224428,-8.531892,77
1374747207620000449,449,2013-07-25T06:32:57.000-04:00,41.224446,-8.531892,78
1374747207620000449,449,2013-07-25T06:33:12.000-04:00,41.224455,-8.531883,79
1374747207620000449,449,2013-07-25T06:33:27.000-04:00,41.224446,-8.531883,80
1374747207620000449,449,2013-07-25T06:33:42.000-04:00,41.22423,-8.532036,81
1374747207620000449,449,2013-07-25T06:33:57.000-04:00,41.22261,-8.533314,82
1374747207620000449,449,2013-07-25T06:34:12.000-04:00,41.222304,-8.535168,83
1374747207620000449,449,2013-07-25T06:34:27.000-04:00,41.222367,-8.536653,84
1374747207620000449,449,2013-07-25T06:34:42.000-04:00,41.222385,-8.537283,85
1374747207620000449,449,2013-07-25T06:34:57.000-04:00,41.222376,-8.538516,86
1374747207620000449,449,2013-07-25T06:35:12.000-04:00,41.222295,-8.540298,87
1374747207620000449,449,2013-07-25T06:35:27.000-04:00,41.222241,-8.542152,88
1374747207620000449,449,2013-07-25T06:35:42.000-04:00,41.221845,-8.543871,89
1374747207620000449,449,2013-07-25T06:35:57.000-04:00,41.220576,-8.545383,90
1374747207620000449,449,2013-07-25T06:36:12.000-04:00,41.220072,-8.545905,91
1374747207620000449,449,2013-07-25T06:36:27.000-04:00,41.219982,-8.546085,92
1374747207620000449,449,2013-07-25T06:36:42.000-04:00,41.219289,-8.545851,93
1374747207620000449,449,2013-07-25T06:36:57.000-04:00,41.218416,-8.545491,94
1374747207620000449,449,2013-07-25T06:37:12.000-04:00,41.216751,-8.544222,95
1374747207620000449,449,2013-07-25T06:37:27.000-04:00,41.215518,-8.544645,96
1374747207620000449,449,2013-07-25T06:37:42.000-04:00,41.213583,-8.546139,97
1374747207620000449,449,2013-07-25T06:37:57.000-04:00,41.212305,-8.547183,98
